state|city|latitude|longitude|summary|success|suicide|attack_type|target_type|target|group_name|motive|weapon_type|weapon_detail|property_damage|property_comment|date
New Mexico|Albuquerque|35.091952|-106.58655800000001|11/23/2016: Assailants set fire to a Project Defending Life office in Albuquerque, New Mexico, United States. No casualties were reported in the attack. No group claimed responsibility for the incident.|1|0|Facility/Infrastructure Attack|Medical/Pharmaceutical|Pro-Life Pregnancy Center|Unknown||Arson/Fire||Minor (likely < $1 million)|An office was damaged in this attack.|2016-11-23
Washington|Tacoma|47.154901|-122.368098|11/25/2016: Assailants set fire to Our Savior Lutheran Church in Tacoma, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.|1|0|Facility/Infrastructure Attack|Place of Worship|Church|Unknown||Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2016-11-25
Ohio|Columbus|40.00329|-83.011421|"11/28/2016: An assailant rammed his vehicle into a group of students and stabbed bystanders at Ohio State University in Columbus, Ohio, United States. At least 11 people were injured before a nearby police officer shot and killed the assailant. The assailant, identified as Abdul Razak Ali Artan, wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Artan's connection to ISIL could not be confirmed."|1|0|Armed Assault|Student|Students|Jihadi-inspired extremists|"An unaffiliated individual, identified as Abdul Razak Ali Artan, claimed responsibility for the incident and wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" Sources also noted that Artan indicated that he felt uncomfortable when praying at Ohio State University."|Knife or Other Sharp Object|A knife and a vehicle were used in the attack.|||2016-11-28
District of Columbia|Washington|38.908642|-77.015381|12/04/2016: An assailant opened fire inside Comet Ping Pong restaurant in Washington, District of Columbia, United States. There were no reported casualties, and the assailant was arrested at the scene. The assailant, identified as Edgar M. Welch, stated that he targeted Comet Ping Pong because he suspected that the human trafficking of children was occurring at the restaurant.|0|0|Armed Assault|Restaurant/Bar/Café|Restaurant|Unknown|An unaffiliated individual, identified as Edgar M. Welch, claimed responsibility for the incident and stated that he targeted Comet Ping Pong restaurant because he wanted to look into an inaccurate Internet article, which stated that human trafficking of children was occurring at the restaurant.|Automatic or Semi-Automatic Rifle|An AR-15 assault rifle and a Colt .38-caliber revolver were used in the attack.|Minor (likely < $1 million)|A computer system, a ping pong table, and locks were damaged in this attack.|2016-12-04
California|Redlands|34.053546000000004|-117.181537|12/07/2016: Assailants set fire to First Baptist Church in Redlands, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.|1|0|Facility/Infrastructure Attack|Place of Worship|Church|Unknown||Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2016-12-07
Texas|Dallas|32.776664000000004|-96.796988|"12/15/2016: An assailant sent a message via Twitter to Kurt Eichenwald, a Newsweek journalist, in Dallas, Texas, United States. The message contained the text ""You deserve a seizure for your posts"" and a GIF image of a strobe. Eichenwald, who has epilepsy, suffered a seizure and was incapacitated for several days. No group claimed responsibility for the incident; however, authorities arrested John Rayne Rivello in connection with the attack."|0|0|Assassination|Newspaper Journalist/Staff/Facility|Journalist: Kurt Eichenwald|Anti-Semitic extremists|The specific motive is unknown; however, sources noted that John Rayne Rivello was prejudice against members of the Jewish community. Sources also suspected that Kurt Eichenwald may have been targeted for his critical comments of President Trump.||A strobe light GIF sent via Twitter was used in the attack.|||2016-12-15
Illinois|Chicago|41.842602|-87.681229|01/02/2017: Four assailants tied up and tortured a mentally disabled person at a residence in the west side of Chicago, Illinois, United States. The victim was released after four hours. The attack was streamed on Facebook and the assailants shouted anti-Trump and anti-white profanities. Jordan Hill, Brittany Covington, Tesfaye Cooper, and Tanisha Covington were arrested on hate crime charges in connection with the incident.|1|0|Hostage Taking (Kidnapping)|Unnamed Civilian/Unspecified|Civilian|Anti-White extremists|The specific motive is unknown; however, sources noted that the assailants made anti-white and anti-Trump statements during the attack.|Knife or Other Sharp Object||||2017-01-02
Florida|Fort Lauderdale|26.071231|-80.145668|01/06/2017: An assailant opened fire at Fort Lauderdale-Hollywood International Airport in Fort Lauderdale, Florida, United States. At least five people were killed and six other people were injured in the assault. Esteban Santiago admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.|1|0|Armed Assault|Airport|Airport|Jihadi-inspired extremists|An unaffiliated individual, identified as Esteban Santiago, admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.|Handgun|A 9-mm pistol was used in the attack.|||2017-01-06
|Hudson Bend|30.411171999999997|-97.930155|01/07/2017: Assailants set fire to the Islamic Center of Lake Travis in Hudson Bend, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the incident was carried out by anti-Muslim extremists.|1|0|Facility/Infrastructure Attack|Place of Worship|Mosque|Anti-Muslim extremists||Arson/Fire||Minor (likely < $1 million)|A mosque was damaged in this attack.|2017-01-07
Texas|Fort Worth|32.713541|-97.355277|01/07/2017: Assailants set fire to St. Stephen Presbyterian Church on MacPherson Avenue in Fort Worth, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, officials arrested Jonathan Jimenez in connection with the incident.|1|0|Facility/Infrastructure Attack|Place of Worship|Church|Unknown||Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2017-01-07
Washington|Bellevue|47.602104|-122.156296|01/14/2017: An assailant set fire to Bellevue mosque in Bellevue, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, authorities arrested Isaac Wayne Wilson in connection with the attack.|1|0|Facility/Infrastructure Attack|Place of Worship|Mosque|Anti-Muslim extremists|The specific motive is unknown; however, sources suspected that the attack may have been Islamophobic.|Arson/Fire||Minor (likely < $1 million)|A mosque was damaged in this attack.|2017-01-14
Missouri|Kansas City|39.176086|-94.574127|01/20/2017: Assailants threatened a gay civilian with a gun and punched him outside his home in Kansas City, Missouri, United States. The civilian, identified as Gyo, was injured in the assault. The assailants also spray-painted homophobic slurs on the victim's vehicle during the incident.|1|0|Armed Assault|Named Civilian|LGBTQ Civilian: Gyo|Anti-LGBT extremists|Anti-LGBT extremists claimed responsibility for the incident and spray-painted homophobic slurs on the victim's vehicle.|Unknown Gun Type||Minor (likely < $1 million)|A vehicle was damaged in this attack.|2017-01-20
Texas|Victoria|28.819306|-97.003321|"01/28/2017: An assailant set fire to the Islamic Center of Victoria in Victoria, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an anti-Muslim extremist, identified as Marq Vincent Perez, who targeted the mosque because he thought ""its worshipers were terrorists."""|1|0|Facility/Infrastructure Attack|Place of Worship|Mosque|Anti-Muslim extremists|"The specific motive is unknown; however, sources noted that Marq Vincent Perez targeted the mosque because he thought ""its worshipers were terrorists."""|Arson/Fire||Unknown|A mosque was damaged in this attack.|2017-01-28
Colorado|Denver|39.758967999999996|-104.876305|"01/31/2017: An assailant shot and killed Scott Von Lanken, a transit security guard, near Union Station in Denver, Colorado, United States. Joshua Cummings, a Muslim extremist, claimed responsibility for the incident and stated that he carried out the attack ""for the pleasure of Allah."" Cummings pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) after his arrest, but he claimed that the attack was not in the name of ISIL."|1|0|Armed Assault|Police Security Forces/Officers|Security Guard: Scott Von Lanken|Jihadi-inspired extremists|"An unaffiliated individual, identified as Joshua Andrew Cummings, claimed responsibility for the incident and stated ""On the night in question, what I did do, I didn't do that for the Islamic State. I did that purely and solely for the pleasure of Allah."" Sources also noted that Cummings had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL)."|Handgun|A handgun was used in the attack.|||2017-01-31
|Manchester|42.993611|-71.486401|"02/06/2017: Assailants robbed and set fire to the Rodriguez Market and Restaurant in Notre Dame neighborhood, Manchester, New Hampshire, United States. There were no reported casualties in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted business."|1|0|Facility/Infrastructure Attack|Retail/Grocery/Bakery|Store|Ku Klux Klan|"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted business."|Arson/Fire||Minor (likely < $1 million)|A restaurant was damaged and unspecified property was stolen in this attack.|2017-02-06
Mississippi|Jackson|32.298757|-90.18481|02/09/2017: Assailants attempted to set fire to the house of Stanley Wesley, the leader of the Respect Our Black Dollars activist group, in Jackson, Mississippi, United States. There were no reported casualties, but the residence was damaged in the attack. In a note and graffiti left at the scene, the assailants identified themselves as members of the Ku Klux Klan.|1|0|Facility/Infrastructure Attack|Labor Union Related|Residence of Leader: Stanley Wesley|Ku Klux Klan|"In a note left at the scene, assailants identified themselves as members of the Ku Klux Klan and stated, ""You Took my Flag, Pay Back."""|Arson/Fire||Minor (likely < $1 million)|A house was damaged in this attack.|2017-02-09
Kansas|Olathe|38.853889|-94.781111|"02/22/2017: An assailant opened fire on two Indian civilians at a bar in Olathe, Kansas, United States. Srinivas Kuchibhotla was killed and Alok Madasani was injured in the attack. In addition, Ian Grillot, a United States citizen, was shot and injured when he tried to intervene. Adam W. Purinton, a white extremist, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" at the victims."|1|0|Armed Assault|Race/Ethnicity Identified|Indian Civilians: Srinivas Kuchibhotla, Alok Madasani,|White extremists|"An unaffiliated individual, identified as Adam W. Purinton, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" to the victims."|Handgun|A handgun was used in the attack.|||2017-02-22
Florida|Thonotosassa|28.148307|-82.280547|02/24/2017: Assailants set fire to the Daarus Salaam Mosque in Thonotosassa, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-Muslim extremists.|1|0|Facility/Infrastructure Attack|Place of Worship|Mosque|Anti-Muslim extremists||Arson/Fire||Minor (likely < $1 million)|A mosque was damaged in this attack.|2017-02-24
U.S. Virgin Islands|Charlotte Amalie|18.340668|-64.92687600000001|02/28/2017: An assailant threw firebombs at the Ron de Lugo Federal Building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.|1|0|Facility/Infrastructure Attack|Government Building/Facility/Office|Ron de Lugo Federal Building|Unknown||Molotov Cocktail/Petrol Bomb|Firebombs were used in the attack.|Minor (likely < $1 million)|Palm trees, plant boxes, and a lawn were damaged in this attack.|2017-02-28
U.S. Virgin Islands|Charlotte Amalie|18.339965|-64.930059|02/28/2017: An assailant threw firebombs at the United States Coast Guard building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.|1|0|Facility/Infrastructure Attack|Military Barracks/Base/Headquarters/Checkpost|Building|Unknown||Molotov Cocktail/Petrol Bomb|Firebombs were used in the attack.|Unknown|A United States Coast Guard building was damaged in this attack.|2017-02-28
U.S. Virgin Islands|Charlotte Amalie West|18.336551|-64.953661|02/28/2017: An assailant threw firebombs at a United States Armed Forces recruiting office in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.|1|0|Facility/Infrastructure Attack|Military Recruiting Station/Academy|Recruiting Office|Unknown||Molotov Cocktail/Petrol Bomb|Firebombs were used in the attack.|Unknown|A military recruitment building was damaged in this attack.|2017-02-28
Washington|Kent|47.403401|-122.17451899999999|"03/03/2017: An assailant in a mask shouted ""Go back to your country"" and opened fire on a Sikh civilian outside his home in Kent, Washington, United States. The civilian was injured in the incident. No group claimed responsibility for the attack."|1|0|Armed Assault|Religion Identified|Sikh Civilian: Deep Rai|Unknown|"The specific motive is unknown; however, sources noted that the assailants yelled, ""Go back to your own country"" during the attack."|Unknown Gun Type||||2017-03-03
Florida|Port St. Lucie|27.318040000000003|-80.349962|"03/10/2017: An assailant set fire to an Indian-owned convenience store in Port St. Lucie, Florida, United States. There were no reported casualties, though the store was damaged in the attack. Richard Lloyd was arrested and confessed to carrying out the attack. Lloyd stated that he believed the store was owned by Muslims and that he wanted to ""run the Arabs out of our country."""|1|0|Facility/Infrastructure Attack|Retail/Grocery/Bakery|Store|Anti-Arab extremists|"An unaffiliated individual, identified as Richard Leslie Lloyd, claimed responsibility for the incident and stated that he wanted to ""run the Arabs out of our country."""|Arson/Fire||Minor (likely < $1 million)|A dumpster was damaged in this attack.|2017-03-10
New York|New York City|40.697132|-73.931351|03/20/2017: An assailant stabbed Timothy Caughman with a sword in Chelsea neighborhood, New York City, United States. Caughman, an African-American civilian, was killed in the attack. James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.|1|0|Armed Assault|Race/Ethnicity Identified|African American Civilian: Timothy Caughman|White extremists|James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.|Knife or Other Sharp Object|A sword with an 18-inch blade was used in the attack.|||2017-03-20
North Dakota|Nome|46.679696|-97.810146|03/22/2017: Assailants set fire to Zion Lutheran Church in Nome, North Dakota, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the church was recently purchased by a white supremacist, identified as Craig Cobb.|1|0|Facility/Infrastructure Attack|House/Apartment/Residence|Residence of Civilian: Craig Cobb|Unknown|The specific motive is unknown; however, sources noted that the church was recently purchased by a white supremacist.|Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2017-03-22
North Carolina|Charlotte|35.203377|-80.74943|"04/06/2017: An assailant set fire to a Bhutanese-owned business on Albemarle Road in Charlotte, North Carolina, United States. There were no reported casualties in the attack. Curtis Flournoy claimed responsibility in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America."""|1|0|Facility/Infrastructure Attack|Race/Ethnicity Identified|Business of Bhutanese Refugees|Unknown|"An unaffiliated individual, identified as Curtis Flournoy, claimed responsibility for the incident in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America."""|Arson/Fire||Minor (likely < $1 million)|A restaurant was damaged in this attack.|2017-04-06
California|Fresno|36.795142|-119.79103400000001|04/13/2017: An assailant shot and killed Carl Williams, a security guard, at a Motel 6 in Fresno, California, United States. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the incident and stated that he targeted the victim because Williams had disrespected him. Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.|1|0|Armed Assault|Hotel/Resort|Hotel Security Guard: Carl Williams|Anti-White extremists|An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted Carl Williams because he felt disrespected by him.|Unknown Gun Type||||2017-04-13
California|Fresno|36.747696000000005|-119.798892|"04/18/2017: An assailant opened fire on civilians in Fresno, California, United States. The assailant first fired on a Pacific Gas and Electric (PG&E) energy truck, killing Zackary David Randalls. He then fired on another vehicle but stopped after realizing the passengers were Hispanic and instead shot Mark James Gassett. Finally, the assailant fired on David Martin Jackson at a nearby bus stop. Three people were killed in the one-minute shooting spree before the assailant surrendered to police. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the attack and stated that he targeted the victims because he wanted to kill ""as many white males as possible."" Sources also noted that Muhammad had a history of anti-white and anti-government social media posts."|1|0|Armed Assault|Race/Ethnicity Identified|White Male Civilians: Zackary David Randalls, Mark James Gassett, David Martin Jackson|Anti-White extremists|"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted the victims because he wanted to kill ""as many white males as possible,"" who he believed ""were responsible for keeping the black people down."""|Unknown Gun Type||Minor (likely < $1 million)|Vehicles were damaged in this attack.|2017-04-18
California|Vacaville|38.354541999999995|-121.98979399999999|"04/24/2017: Assailants set fire to a vehicle in Vacaville, California, United States. There were no reported casualties, but the vehicle was damaged in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted vehicle."|1|0|Facility/Infrastructure Attack|Vehicles/Transportation|Vehicle|Ku Klux Klan|"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted vehicle."|Arson/Fire||Minor (likely < $1 million)|A car was damaged in this attack.|2017-04-24
California|Fairfield|38.280951|-122.03404599999999|"04/27/2017: An assailant threw a firebomb into an apartment in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."" Sources also noted that, prior to the attack, Jones allegedly had shouted racial slurs at the building's residents, who were African American."|1|0|Armed Assault|House/Apartment/Residence|Apartment|Unknown|"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."" Sources also noted that prior to the attack, Jones allegedly shouted racial slurs at the building's residents, who were African American."|Molotov Cocktail/Petrol Bomb|A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.|Minor (likely < $1 million)|An apartment was damaged in this attack.|2017-04-27
California|Fairfield|38.283344|-122.03495|"04/27/2017: An assailant threw a firebomb at an unoccupied vehicle in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."""|1|0|Facility/Infrastructure Attack|Vehicles/Transportation|Vehicle|Unknown|"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."""|Molotov Cocktail/Petrol Bomb|A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.|Minor (likely < $1 million)|A vehicle was damaged in this attack.|2017-04-27
Kentucky|Lexington|38.052751|-84.49364200000001|04/28/2017: An assailant equipped with a machete entered a cafe at Transylvania University in Lexington, Kentucky, United States. The assailant asked customers about their political affiliation and stabbed civilians who identified as Democrats, injuring two people. The assailant also suffered self-inflicted injuries before being arrested by police. Mitchell Adkins, a right-wing extremist, claimed responsibility for the incident and had previously written an online post complaining of discrimination against conservatives on college campuses.|1|0|Armed Assault|Political Party Member/Rally|Democratic Party Member|Right-wing extremists|An unaffiliated individual, identified as Mitchell Adkins, claimed responsibility for the incident, asking individuals if they were a Democrat or a Republican, targeting those who answered Democrat.|Knife or Other Sharp Object|A machete and knives were used in the attack.|||2017-04-28
California|Fairfield|38.252277|-122.044673|"04/28/2017: An assailant threw a firebomb at the lobby of the Fairfield Police Department in Fairfield, California, United States. There were no reported casualties, but the police station was damaged in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."""|1|0|Facility/Infrastructure Attack|Police Building (headquarters, station, school)|Headquarters|Unknown|"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."""|Molotov Cocktail/Petrol Bomb|A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.|Minor (likely < $1 million)|A police station was damaged in this attack.|2017-04-28
Florida|Tampa|28.088984999999997|-82.403127|"05/19/2017: An assailant, identified as Devon Arthurs, shot and killed Jeremy Himmelman and Andrew Oneschuk at their shared apartment in Tampa, Florida, United States. This was one of two attacks by Arthurs on the same day. Arthurs claimed responsibility for the incident and stated that he had targeted Himmelman and Oneschuk, who were two of his roommates as well as alleged neo-Nazis and fellow members of the Atomwaffen Division, because they had ""disrespected"" his conversion to Islam in the year prior to the attack. He also made statements that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world."|1|0|Armed Assault|Named Civilian|Civilians: Jeremy Himmelman, Andrew Oneschuk|Muslim extremists|"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he targeted his roommates because they had ""disrespected"" his conversion to Islam. He also stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world."|Rifle/Shotgun (non-automatic)|A rifle was used in the attack.|||2017-05-19
Florida|Tampa|28.088081|-82.40470400000001|05/19/2017: An assailant, identified as Devon Arthurs, held three people hostage at Green Planet Smoke Shop in Tampa, Florida, United States. Police arrived at the shop several minutes later, after which one hostage escaped and Arthurs released the remaining two hostages unharmed. This was one of two attacks by Arthurs on the same day. Arthurs, who had previously identified as a member of the neo-Nazi Atomwaffen Division, claimed responsibility for the incident and made statements during the attack that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.|1|0|Hostage Taking (Barricade Incident)|Retail/Grocery/Bakery|Shop|Muslim extremists|An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.|Handgun|A black semiautomatic pistol was used in the attack.|||2017-05-19
Maryland|College Park|38.988155|-76.93163299999999|"05/20/2017: An assailant stabbed Richard Collins III on the University of Maryland campus in College Park, Maryland, United States. Collins, an African American student from Bowie State University, was killed in the attack. No group claimed responsibility for the incident; however, authorities arrested Sean Urbanski, an unaffiliated individual, in connection with the attack. Sources also noted that Urbanski was a member of a Facebook group called ""Alt-Reich Nation."""|1|0|Armed Assault|Race/Ethnicity Identified|African American Student: Richard Collins III|Unknown|"The specific motive is unknown; however, sources noted that the assailant, Sean Urbanski, was a member of a Facebook group called ""Alt-Reich Nation."""|Knife or Other Sharp Object||||2017-05-20
Oregon|Portland|45.533293|-122.65353|"05/26/2017: An assailant armed with a knife shouted racial and religious slurs at two passengers on a MAX light rail train in Portland, Oregon, United States. The assailant then stabbed three passengers who attempted to intervene. Rick John Best and Taliesin Myrddin Namkai-Meche were killed and Micah David-Cole Fletcher was injured in the attack. Jeremy Joseph Christian, an anti-Muslim extremist, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack."|1|0|Armed Assault|Religion Identified|Muslim Civilian|Anti-Muslim extremists|"An unaffiliated individual, identified as Jeremy Joseph Christian, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack."|Knife or Other Sharp Object|A knife was used in the attack.|||2017-05-26
New York|New York City|40.697132|-73.931351|05/26/2017: Two assailants shouted homophobic slurs and assaulted a woman with an umbrella outside a store in Brooklyn, New York, United States. The woman suffered numerous cuts to her face during the incident. Police later arrested Alex Santiago in connection with the attack, but have not identified the second assailant.|1|0|Armed Assault|Unnamed Civilian/Unspecified|Civilian|Anti-LGBT extremists|The specific motive is unknown; however, sources noted that the assailants yelled homophobic slurs during the attack.|Knife or Other Sharp Object|A sharp-edged point of an umbrella was used in the attack.|||2017-05-26
Kentucky|Lexington|38.041374|-84.48859499999999|05/29/2017: An assailant fired at the Lexington Herald-Leader newspaper office in Lexington, Kentucky, United States. There were no reported injuries, but windows were damaged in the gunfire. No group claimed responsibility for the incident.|1|0|Armed Assault|Newspaper Journalist/Staff/Facility|Office Building|Unknown||Unknown Gun Type|A firearm loaded with small-caliber ammunition was used in the attack.|Minor (likely < $1 million)|A window was damaged in this attack.|2017-05-29
New York|New York City|40.697132|-73.931351|05/30/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. The civilian, Sailum Camarra, was injured, and the mosque was damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.|1|0|Armed Assault|Place of Worship|Mosque|Anti-Muslim extremists||Other Gun Type|A pellet gun was used in the attack.|Minor (likely < $1 million)|A window was damaged in this attack.|2017-05-30
New York|New York City|40.697132|-73.931351|06/08/2017: An assailant fired a pellet gun at the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.|1|0|Armed Assault|Place of Worship|Mosque|Anti-Muslim extremists||Other Gun Type|A pellet gun was used in the attack.|Minor (likely < $1 million)|A window was damaged in this attack.|2017-06-08
New York|New York City|40.697132|-73.931351|06/09/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties, but the mosque's windows were damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.|1|0|Armed Assault|Place of Worship|Mosque|Anti-Muslim extremists||Other Gun Type|A pellet gun was used in the attack.|Minor (likely < $1 million)|A window was damaged in this attack.|2017-06-09
Virginia|Alexandria|38.821582|-77.053422|06/14/2017: An assailant opened fire on a Congressional Republican baseball practice at Eugene Simpson Stadium Park in Alexandria, Virginia, United States. At least six people, including House Majority Whip Steve Scalise and Representative Roger Williams, were injured before the assailant was shot and killed by Capitol Police officers. Sources identified the assailant as James T. Hodgkinson, who had previously criticized the policies of the Republican Party and President Donald Trump.|0|0|Assassination|Politician or Political Party Movement/Meeting/Rally|Congressional Republican Baseball Practice|Anti-Republican extremists|"The specific motive is unknown; however, sources noted that James T. Hodgkinson was critical of President Donald Trump and Republicans. Sources also noted that he had written letters to a local newspaper ""blaming Republicans for what he considered an agenda favoring the wealthy."""|Automatic or Semi-Automatic Rifle|A 7.62-mm SKS semiautomatic rifle and a 9-mm handgun were used in the attack.|||2017-06-14
Michigan|Flint|42.973383|-83.73890300000001|06/21/2017: An assailant armed with a knife stabbed Lieutenant Jeff Neville at Bishop International Airport in Flint, Michigan, United States. Neville, a police officer, was injured in the attack. Amor Ftouhi claimed responsibility for the incident and made statements about deaths caused by the United States government in Syria, Iraq, and Afghanistan during the attack.|1|0|Armed Assault|Police Security Forces/Officers|Officer: Lieutenant Jeff Neville|Anti-Government extremists|An unaffiliated individual, identified as Amor Ftouhi, claimed responsibility for the incident and made statements about deaths in Syria, Iraq, and Afghanistan while carrying out the attack. Sources also noted that Ftouhi opposed the United States.|Knife or Other Sharp Object|A 12-inch knife was used in the attack.|||2017-06-21
New York|New York City|40.697132|-73.931351|06/26/2017: An assailant set fire to a bus decorated with Jewish iconography in East Flatbush area, New York City, New York, United States. There were no reported casualties. No group claimed responsibility for the incident; however, police officials were investigating the incident as an anti-Semitic attack.|1|0|Facility/Infrastructure Attack|Vehicles/Transportation|School Bus Decorated with Jewish Iconography|Anti-Semitic extremists|The specific motive is unknown; however, sources noted that the attack was anti-Semitic.|Arson/Fire||Minor (likely < $1 million)|A bus was damaged in this attack.|2017-06-26
New York|Bronx|40.697132|-73.931351|07/05/2017: At approximately 12:30 a.m., an assailant shot and killed New York Police Department (NYPD) Officer Miosotis Familia in the Bronx, New York, United States. NYPD officers pursued the perpetrator, identified as Alexander Bonds, who was killed in the shootout that followed. A bystander was also wounded by a stray bullet fired by police. No group claimed responsibility for the incident; however, sources stated that Bonds had previously expressed anti-police sentiment on social media.|1|0|Armed Assault|Police Security Forces/Officers|Officer: Miosotis Familia|Anti-Police extremists|The specific motive is unknown; however, sources noted that Alexander Bonds had previously conveyed anti-police sentiment on social media.|Handgun|A Ruger .38 revolver was used in the attack.|||2017-07-05
Texas|Dallas|32.762122|-96.774511|07/07/2017: Assailants set fire to Abounding Prosperity, Inc., an African American Lesbian-Gay-Bi-Trans (LGBT) community center in Dallas, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-LGBT extremists.|1|0|Facility/Infrastructure Attack|Labor Union Related|African American Lesbian-Gay-Bi-Trans (LGBT) Community Center|Anti-LGBT extremists||Arson/Fire||Minor (likely < $1 million)|An LGBT community resource center was damaged in this attack.|2017-07-07
